FirstName,LastName,ProductName,OrderQuantity,Year
KAYLA,COLEMAN,AWC Logo Cap,6,2017
FERNANDO,LEE,Road Tire Tube,6,2017
COLIN,ANAND,Touring Tire Tube,6,2017
KRISTEN,CAI,Water Bottle - 30 oz.,6,2017
REBEKAH,FERNANDEZ,Patch Kit/8 Patches,6,2017
BRITTANY,BARNES,AWC Logo Cap,6,2017
MARC,FERRIER,HL Road Tire,6,2017
ASHLEY,RUSSELL,Touring Tire,6,2017
JENNY,XU,Touring Tire Tube,6,2017
MARCUS,RICHARDSON,Water Bottle - 30 oz.,6,2017
MARY,CARTER,Water Bottle - 30 oz.,6,2017
MEGAN,MOORE,Road Tire Tube,6,2017
JERRY,LAL,"""Racing Socks, M""",6,2017
JOE,GONZALEZ,Road Tire Tube,6,2017
MATTHEW,JACKSON,Water Bottle - 30 oz.,6,2017
CHLOE,GREEN,Water Bottle - 30 oz.,6,2017
EUGENE,SUN,Water Bottle - 30 oz.,6,2017
KAITLYN,PETERSON,Patch Kit/8 Patches,6,2017
CYNTHIA,RODRIGUEZ,Patch Kit/8 Patches,6,2017
DUSTIN,SHEN,Road Bottle Cage,6,2017
ALEX,BELL,Patch Kit/8 Patches,6,2017
DALTON,RODRIGUEZ,LL Mountain Tire,6,2017
ARIANA,PETERSON,Mountain Tire Tube,6,2017
NATALIE,JAMES,AWC Logo Cap,6,2017
ALISHA,ANDERSEN,Road Bottle Cage,6,2017
NICOLE,BROOKS,Patch Kit/8 Patches,6,2017
JENNIFER,BAKER,Patch Kit/8 Patches,6,2017
SEAN,MURPHY,Fender Set - Mountain,6,2017
JEREMY,CARTER,ML Mountain Tire,6,2017
OLIVIA,WILLIAMS,Water Bottle - 30 oz.,6,2017
JEROME,SANZ,Patch Kit/8 Patches,6,2017
ROSS,HERNANDEZ,Patch Kit/8 Patches,6,2017
ANDRE,PEREZ,Touring Tire Tube,6,2017
BOBBY,RODRIGUEZ,Patch Kit/8 Patches,6,2017
TRACY,CHAPMAN,Water Bottle - 30 oz.,6,2017
CARLOS,WATSON,AWC Logo Cap,6,2017
TAMARA,SHEN,Water Bottle - 30 oz.,6,2017
CANDACE,ARUN,"""Half-Finger Gloves, M""",6,2017
JOCELYN,DIAZ,Touring Tire Tube,6,2017
MARCO,PATEL,Patch Kit/8 Patches,6,2017
KAYLA,TAYLOR,Patch Kit/8 Patches,6,2017
MIGUEL,HERNANDEZ,Road Bottle Cage,6,2017
JORDAN,JENKINS,Water Bottle - 30 oz.,6,2017
RYAN,COLEMAN,"""Half-Finger Gloves, S""",6,2017
KATHLEEN,RAMOS,Water Bottle - 30 oz.,6,2017
CAROLYN,RAMAN,Water Bottle - 30 oz.,6,2017
ANDREA,BROOKS,Mountain Bottle Cage,6,2017
TANYA,ROMERO,Water Bottle - 30 oz.,6,2017
LEONARD,XIE,Water Bottle - 30 oz.,6,2017
TYLER,ROBINSON,AWC Logo Cap,6,2017
NICOLE,RUSSELL,AWC Logo Cap,6,2017
BRYAN,MORGAN,AWC Logo Cap,6,2017
JAIME,RAJI,Road Tire Tube,6,2017
JEROME,RUBIO,Mountain Bottle Cage,6,2017
ROSA,YANG,Fender Set - Mountain,6,2017
JULIAN,HUGHES,"""Sport-100 Helmet, Red""",6,2017
KAYLA,HALL,"""Racing Socks, L""",6,2017
TIMOTHY,LOPEZ,Road Tire Tube,6,2017
MANUEL,PRASAD,Road Tire Tube,6,2017
ISABELLE,PERRY,Patch Kit/8 Patches,6,2017
PAIGE,GONZALES,Fender Set - Mountain,6,2017
ERIN,SANDERS,Mountain Tire Tube,6,2017
BONNIE,RAJE,Patch Kit/8 Patches,6,2017
JACKSON,CHEN,Water Bottle - 30 oz.,6,2017
WESLEY,CAI,Mountain Tire Tube,6,2017
HAILEY,HERNANDEZ,"""Short-Sleeve Classic Jersey, S""",6,2017
PHILLIP,RANA,Water Bottle - 30 oz.,6,2017
JUAN,PETERSON,Water Bottle - 30 oz.,6,2017
ABIGAIL,RAMIREZ,Patch Kit/8 Patches,6,2017
DYLAN,MOORE,AWC Logo Cap,6,2017
MORGAN,FLORES,Mountain Tire Tube,6,2017
WYATT,BRYANT,"""Racing Socks, L""",6,2017
EMILY,WILSON,Mountain Bottle Cage,6,2017
CHRISTY,GAO,Road Tire Tube,6,2017
RUSSELL,LAL,Water Bottle - 30 oz.,6,2017
GRACE,WOOD,Bike Wash - Dissolver,6,2017
ASHLEY,ROSS,Water Bottle - 30 oz.,6,2017
ANDREA,PARKER,Road Bottle Cage,6,2017
OLIVIA,BLUE,Water Bottle - 30 oz.,6,2017
RUSSELL,NARA,Mountain Bottle Cage,6,2017
LISA,LIN,Water Bottle - 30 oz.,6,2017
CARLOS,RICHARDSON,Patch Kit/8 Patches,6,2017
EDUARDO,GRIFFIN,Touring Tire Tube,6,2017
ROGER,SHE,Mountain Bottle Cage,6,2017
SAMANTHA,WILSON,Patch Kit/8 Patches,6,2017
LUCAS,CLARK,Patch Kit/8 Patches,6,2017
ALEXANDRA,MITCHELL,"""Long-Sleeve Logo Jersey, XL""",6,2017
RAQUEL,GUTIERREZ,Water Bottle - 30 oz.,6,2017
JENNIFER,BELL,Patch Kit/8 Patches,6,2017
NATASHA,RAMOS,Water Bottle - 30 oz.,6,2017
PATRICIA,PATEL,Mountain Bottle Cage,6,2017
KEVIN,FLORES,AWC Logo Cap,6,2017
FRANKLIN,LI,Touring Tire Tube,6,2017
DYLAN,GARCIA,Mountain Tire Tube,6,2017
KRISTEN,GAO,Water Bottle - 30 oz.,6,2017
FRANCISCO,PRASAD,Hitch Rack - 4-Bike,6,2017
MASON,HILL,Mountain Bottle Cage,6,2017
JACK,LOPEZ,"""Half-Finger Gloves, L""",6,2017
ALICIA,PAL,Patch Kit/8 Patches,6,2017
CHRISTY,RAJE,Patch Kit/8 Patches,6,2017
JILL,GUTIERREZ,Water Bottle - 30 oz.,6,2017
SEAN,TURNER,Mountain Bottle Cage,6,2017
LINDA,CARLSON,Water Bottle - 30 oz.,6,2017
JAKE,LIN,Water Bottle - 30 oz.,6,2017
MARIE,CARLSON,Water Bottle - 30 oz.,6,2017
NOAH,EVANS,Mountain Tire Tube,6,2017
SETH,ADAMS,Bike Wash - Dissolver,6,2017
MINDY,LAL,Mountain Bottle Cage,6,2017
JESSIE,ZHU,Mountain Tire Tube,6,2017
TIMOTHY,EDWARDS,Mountain Tire Tube,6,2017
ETHAN,HENDERSON,Road Tire Tube,6,2017
JEFFERY,SHE,Patch Kit/8 Patches,6,2017
ALAN,GUO,AWC Logo Cap,6,2017
NEIL,ALVAREZ,Patch Kit/8 Patches,6,2017
SETH,BAKER,Patch Kit/8 Patches,6,2017
DREW,RAI,AWC Logo Cap,6,2017
LUIS,BAKER,Water Bottle - 30 oz.,6,2017
MEGAN,HENDERSON,"""Half-Finger Gloves, L""",6,2017
OLIVIA,PRICE,Mountain Tire Tube,6,2017
VALERIE,ZHU,Patch Kit/8 Patches,6,2017
TASHA,TANG,Patch Kit/8 Patches,6,2017
TRINITY,MORRIS,Road Tire Tube,6,2017
KELVIN,LIANG,Patch Kit/8 Patches,6,2017
CHASE,JAMES,Touring Tire Tube,6,2017
ARIANNA,FLORES,Road Bottle Cage,6,2017
ALFREDO,DIAZ,Bike Wash - Dissolver,6,2017
MEGAN,RICHARDSON,Water Bottle - 30 oz.,6,2017
SETH,MARTIN,Mountain Tire Tube,6,2017
RACHEL,MURPHY,"""Half-Finger Gloves, L""",6,2017
KATHERINE,ROBINSON,Patch Kit/8 Patches,6,2017
THERESA,ALVAREZ,Water Bottle - 30 oz.,6,2017
EMILY,LEE,Patch Kit/8 Patches,6,2017
APRIL,BECK,Fender Set - Mountain,6,2017
MARIE,MADAN,Touring Tire,6,2017
EDWARD,PHILLIPS,Patch Kit/8 Patches,6,2017
APRIL,ANAND,"""Half-Finger Gloves, S""",6,2017
JESSICA,TORRES,Touring Tire,6,2017
HUNTER,HUGHES,"""Racing Socks, M""",6,2017
DALTON,SANDERS,Touring Tire Tube,6,2017
EDWIN,XIE,AWC Logo Cap,6,2017
KAYLA,WALKER,Patch Kit/8 Patches,6,2017
NATASHA,SUAREZ,"""Racing Socks, L""",6,2017
VALERIE,GAO,Mountain Tire Tube,6,2017
JORGE,ZHENG,LL Road Tire,6,2017
BROOKE,JAMES,Fender Set - Mountain,6,2017
MELANIE,DIAZ,Touring Tire,6,2017
SHEILA,BLANCO,Water Bottle - 30 oz.,6,2017
MIGUEL,HILL,Road Tire Tube,6,2017
RENEE,RAMOS,Water Bottle - 30 oz.,6,2017
JORDAN,DIAZ,"""Half-Finger Gloves, M""",6,2017
JOAN,MARTIN,Road Bottle Cage,6,2017
LAWRENCE,SUAREZ,Water Bottle - 30 oz.,6,2017
CARLOS,TURNER,LL Mountain Tire,6,2017
RICHARD,PATTERSON,Mountain Bottle Cage,6,2017
ANDREA,REED,Patch Kit/8 Patches,6,2017
ALISHA,SUN,Mountain Tire Tube,6,2017
MEGAN,LONG,Water Bottle - 30 oz.,6,2017
KELLY,GRIFFIN,"""Half-Finger Gloves, L""",6,2017
DEREK,SHEN,"""Half-Finger Gloves, M""",6,2017
DEANNA,FERNANDEZ,Mountain Tire Tube,6,2017
ANNE,ORTEGA,Touring Tire Tube,6,2017
GILBERT,NARA,Water Bottle - 30 oz.,6,2017
HUNTER,GONZALEZ,"""Half-Finger Gloves, M""",6,2017
JACQUELINE,BENNETT,Fender Set - Mountain,6,2017
CHLOE,BENNETT,Water Bottle - 30 oz.,6,2017
CAROL,BROOKS,Water Bottle - 30 oz.,6,2017
KEVIN,GONZALES,Patch Kit/8 Patches,6,2017
SHEENA,CHANDER,Water Bottle - 30 oz.,6,2017
ABBY,MADAN,Patch Kit/8 Patches,6,2017
MARIO,SHARMA,Road Bottle Cage,6,2017
JAMES,HAYES,Patch Kit/8 Patches,6,2017
COURTNEY,WRIGHT,Patch Kit/8 Patches,6,2017
CHARLES,MARTINEZ,Patch Kit/8 Patches,6,2017
LOUIS,NATH,Road Bottle Cage,6,2017
JOHNATHAN,SCHMIDT,"""Half-Finger Gloves, L""",6,2017
ERIK,SERRANO,Water Bottle - 30 oz.,6,2017
KRISTIN,LUO,ML Mountain Tire,6,2017
AIDAN,BENNETT,Road Tire Tube,6,2017
DWAYNE,DOMINGUEZ,Patch Kit/8 Patches,6,2017
KAYLA,BROWN,Patch Kit/8 Patches,6,2017
ANTHONY,ANDERSON,"""Half-Finger Gloves, L""",6,2017
STACEY,HEE,Water Bottle - 30 oz.,6,2017
BRENDAN,GOLDSTEIN,Fender Set - Mountain,6,2017
ISAIAH,COX,Touring Tire Tube,6,2017
EDWARD,BRYANT,Mountain Tire Tube,6,2017
DANNY,TRAVERS,Patch Kit/8 Patches,6,2017
RAYMOND,KOVAR,Touring Tire Tube,6,2017
ANGELICA,HAYES,Mountain Tire Tube,6,2017
ISAIAH,PETERSON,Water Bottle - 30 oz.,6,2017
OLIVIA,MOORE,Road Bottle Cage,6,2017
ROSS,PEREZ,Patch Kit/8 Patches,6,2017
ANDY,BLANCO,Patch Kit/8 Patches,6,2017
KAITLIN,RODRIGUEZ,Mountain Tire Tube,6,2017
ALAN,SHEN,Water Bottle - 30 oz.,6,2017
ROSA,MA,Water Bottle - 30 oz.,6,2017
TERESA,GUTIERREZ,Mountain Bottle Cage,6,2017
LEE,SERRANO,Patch Kit/8 Patches,6,2017
THERESA,RAMOS,Road Bottle Cage,6,2017
JENNIFER,HUGHES,Water Bottle - 30 oz.,6,2017
TREVOR,PRICE,Water Bottle - 30 oz.,6,2017
JILLIAN,GONZALEZ,"""Half-Finger Gloves, M""",6,2017
ANNE,ROMERO,Water Bottle - 30 oz.,6,2017
CHAD,SHEN,Water Bottle - 30 oz.,6,2017
KATHERINE,PERRY,AWC Logo Cap,6,2017
JACLYN,LUO,Road Tire Tube,6,2017
PAMELA,RANA,Water Bottle - 30 oz.,6,2017
JAMES,SIMMONS,Water Bottle - 30 oz.,6,2017
MONICA,VANCE,Water Bottle - 30 oz.,6,2017
GABRIELLE,BELL,Water Bottle - 30 oz.,6,2017
ANNA,ROSS,Fender Set - Mountain,6,2017
JILLIAN,VANCE,ML Road Tire,6,2017
GRACE,PERRY,"""Half-Finger Gloves, L""",6,2017
TYRONE,SERRANO,"""Sport-100 Helmet, Black""",6,2017
MATHEW,HERNANDEZ,Water Bottle - 30 oz.,6,2017
WARREN,HE,Fender Set - Mountain,6,2017
MORGAN,ALEXANDER,AWC Logo Cap,6,2017
STEPHANIE,ROGERS,"""Half-Finger Gloves, M""",6,2017
CLAYTON,TANG,Water Bottle - 30 oz.,6,2017
MARISSA,BARNES,Water Bottle - 30 oz.,6,2017
ISAIAH,HERNANDEZ,Water Bottle - 30 oz.,6,2017
BONNIE,YUAN,Mountain Bottle Cage,6,2017
IAN,COLLINS,"""Half-Finger Gloves, S""",6,2017
DANIELLE,JAMES,Bike Wash - Dissolver,6,2017
CAROLYN,SERRANO,Water Bottle - 30 oz.,6,2017
CEDRIC,ZHANG,Water Bottle - 30 oz.,6,2017
JOEL,JORDAN,Patch Kit/8 Patches,6,2017
ROBERTO,DOMINGUEZ,Road Bottle Cage,6,2017
DARREN,MALHOTRA,Water Bottle - 30 oz.,6,2017
BRANDI,GILL,Road Bottle Cage,6,2017
LINDSEY,XU,Patch Kit/8 Patches,6,2017
SHAUN,SHEN,Water Bottle - 30 oz.,6,2017
RYAN,FOSTER,Mountain Tire Tube,6,2017
REGINALD,MUNOZ,Touring Tire Tube,6,2017
JERRY,FERRIER,Road Tire Tube,6,2017
WILLIE,YUAN,Road Tire Tube,6,2017
BENJAMIN,LAL,Road Tire Tube,6,2017
JOCELYN,LONG,Mountain Bottle Cage,6,2017
STEVEN,COX,Water Bottle - 30 oz.,6,2017
MARIE,VAZQUEZ,Patch Kit/8 Patches,6,2017
AUDREY,MARTIN,Patch Kit/8 Patches,6,2017
BETHANY,PAL,AWC Logo Cap,6,2017
JENNY,MCDONALD,AWC Logo Cap,6,2017
MARVIN,MORENO,Water Bottle - 30 oz.,6,2017
GABRIEL,ZHANG,Water Bottle - 30 oz.,6,2017
JESSIE,TRAVERS,Patch Kit/8 Patches,6,2017
JAMES,WALKER,Bike Wash - Dissolver,6,2017
GRANT,SHAN,AWC Logo Cap,6,2017
ALEXANDER,GARCIA,Fender Set - Mountain,6,2017
BRYAN,RIVERA,"""Racing Socks, L""",6,2017
MELVIN,SHEN,Touring Tire Tube,6,2017
MARIO,TANG,Patch Kit/8 Patches,6,2017
YOLANDA,SHAN,Touring Tire Tube,6,2017
ARTHUR,KAPOOR,AWC Logo Cap,6,2017
TAYLOR,LEE,Mountain Tire Tube,6,2017
LOGAN,JACKSON,Mountain Bottle Cage,6,2017
MADISON,BUTLER,Patch Kit/8 Patches,6,2017
RACHAEL,RODRIGUEZ,Water Bottle - 30 oz.,6,2017
MEREDITH,RANA,Road Tire Tube,6,2017
LESLIE,NAVARRO,"""Half-Finger Gloves, S""",6,2017
AARON,SCOTT,Water Bottle - 30 oz.,6,2017
ALEJANDRO,ANAND,Road Tire Tube,6,2017
RUSSELL,RAJE,Patch Kit/8 Patches,6,2017
CALVIN,ANDERSEN,Water Bottle - 30 oz.,6,2017
AIMEE,ZHENG,Road Tire Tube,6,2017
ABBY,RANA,Water Bottle - 30 oz.,6,2017
PRISCILLA,SHARMA,Patch Kit/8 Patches,6,2017
ALLISON,SANDERS,Fender Set - Mountain,6,2017
JOY,NAVARRO,Bike Wash - Dissolver,6,2017
NAOMI,BLANCO,Patch Kit/8 Patches,6,2017
IAN,ALEXANDER,Water Bottle - 30 oz.,6,2017
TAYLOR,GONZALES,Water Bottle - 30 oz.,6,2017
BRAD,OLIVER,Patch Kit/8 Patches,6,2017
LEVI,PATEL,ML Road Tire,6,2017
CHASE,PETERSON,Fender Set - Mountain,6,2017
ROY,TORRES,Water Bottle - 30 oz.,6,2017
LINDSEY,DENG,Water Bottle - 30 oz.,6,2017
EDWARD,ALEXANDER,"""Long-Sleeve Logo Jersey, L""",6,2017
RYAN,CHEN,Water Bottle - 30 oz.,6,2017
CLAUDIA,ZHOU,Water Bottle - 30 oz.,6,2017
LEE,VAZQUEZ,Water Bottle - 30 oz.,6,2017
GRACE,WARD,Water Bottle - 30 oz.,6,2017
GINA,SCHMIDT,Water Bottle - 30 oz.,6,2017
RONNIE,XU,AWC Logo Cap,6,2017
DALTON,SANCHEZ,Water Bottle - 30 oz.,6,2017
JULIA,RUSSELL,Patch Kit/8 Patches,6,2017
MADELINE,HILL,Water Bottle - 30 oz.,6,2017
RAFAEL,CHANDE,Patch Kit/8 Patches,6,2017
RICHARD,LOPEZ,Water Bottle - 30 oz.,6,2017
SYDNEY,MORGAN,Water Bottle - 30 oz.,6,2017
FRANKLIN,YANG,Bike Wash - Dissolver,6,2017
MISTY,DENG,Water Bottle - 30 oz.,6,2017
STACEY,XU,Mountain Tire Tube,6,2017
DONNA,SHARMA,Patch Kit/8 Patches,6,2017
CARSON,PATTERSON,Mountain Tire Tube,6,2017
GABRIELLE,PERRY,"""Half-Finger Gloves, L""",6,2017
GLENN,ZHAO,Patch Kit/8 Patches,6,2017
TINA,RODRIGUEZ,Water Bottle - 30 oz.,6,2017
TAYLOR,GRAY,AWC Logo Cap,6,2017
ALEJANDRO,LIN,Touring Tire,6,2017
DUSTIN,LAL,Patch Kit/8 Patches,6,2017
EBONY,GARCIA,Patch Kit/8 Patches,6,2017
SHAWN,TANG,Patch Kit/8 Patches,6,2017
BOBBY,SANCHEZ,Road Bottle Cage,6,2017
ISABELLA,PHILLIPS,Mountain Tire Tube,6,2017
XAVIER,RUSSELL,Water Bottle - 30 oz.,6,2017
JONATHAN,LAL,Fender Set - Mountain,6,2017
SETH,COLLINS,Patch Kit/8 Patches,6,2017
LOUIS,HUANG,Water Bottle - 30 oz.,6,2017
ALISHA,HE,Patch Kit/8 Patches,6,2017
DIANA,RUIZ,Water Bottle - 30 oz.,6,2017
JODI,KUMAR,Mountain Tire Tube,6,2017
TROY,GONZALEZ,"""Half-Finger Gloves, S""",6,2017
DONNA,RAI,Patch Kit/8 Patches,6,2017
BONNIE,CHANDE,Road Tire Tube,6,2017
STEPHANIE,ROSS,Patch Kit/8 Patches,6,2017
PETER,NARA,"""Sport-100 Helmet, Blue""",6,2017
THOMAS,WASHINGTON,"""Half-Finger Gloves, L""",6,2017
JUAN,KELLY,Water Bottle - 30 oz.,6,2017
JONATHAN,CAMPBELL,Mountain Bottle Cage,6,2017
IVAN,SARA,Water Bottle - 30 oz.,6,2017
MASON,JAMES,Patch Kit/8 Patches,6,2017
JENNIFER,REED,Road Tire Tube,6,2017
LATASHA,GILL,Water Bottle - 30 oz.,6,2017
MANUEL,SRINI,Water Bottle - 30 oz.,6,2017
GINA,JIMÉNEZ,AWC Logo Cap,6,2017
BRUCE,DOMINGUEZ,Water Bottle - 30 oz.,6,2017
ELIJAH,NELSON,Water Bottle - 30 oz.,6,2017
BIANCA,LIANG,AWC Logo Cap,6,2017
LORI,RAMOS,Road Tire Tube,6,2017
HAROLD,PATEL,Road Tire Tube,6,2017
REBEKAH,PRASAD,AWC Logo Cap,6,2017
MARCUS,JACKSON,Water Bottle - 30 oz.,6,2017
JACKSON,SHARMA,Mountain Bottle Cage,6,2017
KENDRA,RAMOS,Patch Kit/8 Patches,6,2017
CLARENCE,LIANG,Touring Tire Tube,6,2017
MASON,BROOKS,Water Bottle - 30 oz.,6,2017
PEDRO,RAMOS,Patch Kit/8 Patches,6,2017
DEVIN,ROSS,Road Bottle Cage,6,2017
MEREDITH,LOPEZ,LL Road Tire,6,2017
JAKE,ZHENG,Road Tire Tube,6,2017
FRANCISCO,SRINI,Touring Tire Tube,6,2017
ALEXIS,LEE,Patch Kit/8 Patches,6,2017
LINDA,GILL,Patch Kit/8 Patches,6,2017
REBEKAH,DOMINGUEZ,Road Bottle Cage,6,2017
LARRY,DOMINGUEZ,Road Tire Tube,6,2017
CHLOE,ROBERTS,Water Bottle - 30 oz.,6,2017
MARSHALL,LIU,Road Tire Tube,6,2017
SHEENA,XIE,Mountain Tire Tube,6,2017
STACY,ALVAREZ,Touring Tire Tube,6,2017
EVELYN,KAPOOR,Mountain Bottle Cage,6,2017
STEPHANIE,GRIFFIN,Water Bottle - 30 oz.,6,2017
WILLIE,CHANDE,Mountain Tire Tube,6,2017
GERALD,SANZ,"""Short-Sleeve Classic Jersey, L""",6,2017
TODD,ZHU,Water Bottle - 30 oz.,6,2017
OMAR,XU,ML Road Tire,6,2017
MARTIN,SURI,"""Sport-100 Helmet, Black""",6,2017
BRUCE,NAVARRO,Road Bottle Cage,6,2017
ROY,DOMINGUEZ,Water Bottle - 30 oz.,6,2017
ALBERT,NAVARRO,"""Half-Finger Gloves, L""",6,2017
KARL,XU,Water Bottle - 30 oz.,6,2017
CANDICE,HE,AWC Logo Cap,6,2017
ISABEL,ALEXANDER,"""Racing Socks, L""",6,2017
RENEE,JIMENEZ,Water Bottle - 30 oz.,6,2017
PAMELA,MARTINEZ,Road Tire Tube,6,2017
RACHAEL,LOPEZ,Water Bottle - 30 oz.,6,2017
RONNIE,WAGNER,Bike Wash - Dissolver,6,2017
EUGENE,CHEN,Road Bottle Cage,6,2017
JOANNA,BLANCO,AWC Logo Cap,6,2017
RAFAEL,ZHU,LL Mountain Tire,6,2017
JAMES,HUGHES,AWC Logo Cap,6,2017
K.,SARAVAN,Touring Tire Tube,6,2017
JAMES,ALLEN,"""Half-Finger Gloves, L""",6,2017
ALYSSA,ALEXANDER,Patch Kit/8 Patches,6,2017
PAMELA,MEHTA,"""Half-Finger Gloves, M""",6,2017
RICKY,CARLSON,"""Racing Socks, L""",6,2017
DENISE,MEHTA,Water Bottle - 30 oz.,6,2017
BRUCE,PEREZ,Touring Tire Tube,6,2017
SHANNON,ZHAO,Water Bottle - 30 oz.,6,2017
DEANNA,GOMEZ,Patch Kit/8 Patches,6,2017
ERIN,MORRIS,"""Half-Finger Gloves, S""",6,2017
MARIAH,SIMMONS,Bike Wash - Dissolver,6,2017
VICTORIA,COOK,AWC Logo Cap,6,2017
STEPHANIE,BUTLER,Water Bottle - 30 oz.,6,2017
CANDICE,HU,Water Bottle - 30 oz.,6,2017
HALEY,COOPER,Mountain Bottle Cage,6,2017
SETH,HUGHES,Bike Wash - Dissolver,6,2017
SPENCER,HUGHES,Patch Kit/8 Patches,6,2017
ALBERTO,RUIZ,Patch Kit/8 Patches,6,2017
BARBARA,JAI,Patch Kit/8 Patches,6,2017
ANGELICA,DIAZ,Water Bottle - 30 oz.,6,2017
JASON,EDWARDS,AWC Logo Cap,6,2017
NATALIE,TURNER,AWC Logo Cap,6,2017
ELIZABETH,GRIFFIN,Road Tire Tube,6,2017
ROBERT,MITCHELL,Mountain Tire Tube,6,2017
MAX,MARTIN,Patch Kit/8 Patches,6,2017
HAILEY,MORGAN,Road Tire Tube,6,2017
ZACHARY,SIMMONS,Road Tire Tube,6,2017
ZACHARY,LEE,Water Bottle - 30 oz.,6,2017
KATHERINE,BROWN,AWC Logo Cap,6,2017
CASSIDY,HUGHES,Mountain Bottle Cage,6,2017
CÉSAR,RAMAN,AWC Logo Cap,6,2017
KURT,NARA,Water Bottle - 30 oz.,6,2017
CHARLES,BAKER,"""Half-Finger Gloves, S""",6,2017
JULIO,HERNANDEZ,Patch Kit/8 Patches,6,2017
JENNY,CHANDER,"""Racing Socks, L""",6,2017
RAFAEL,RAI,Mountain Tire Tube,6,2017
ERICA,ZHANG,Patch Kit/8 Patches,6,2017
NATALIE,CARTER,Fender Set - Mountain,6,2017
DARREN,SCHMIDT,"""Half-Finger Gloves, L""",6,2017
NOAH,ALEXANDER,Road Tire Tube,6,2017
BRANDON,HENDERSON,ML Mountain Tire,6,2017
JAMES,WRIGHT,Fender Set - Mountain,6,2017
JAMIE,BLANCO,Water Bottle - 30 oz.,6,2017
CAITLIN,JAMES,Mountain Tire Tube,6,2017
MADISON,ROSS,Road Tire Tube,6,2017
ISABEL,ROSS,Touring Tire Tube,6,2017
NANCY,SURI,"""Racing Socks, M""",6,2017
SERGIO,SAI,Water Bottle - 30 oz.,6,2017
BYRON,SUAREZ,Road Tire Tube,6,2017
JON,YUAN,Road Tire Tube,6,2017
JOAN,ROSS,Patch Kit/8 Patches,6,2017
KARL,NARA,ML Road Tire,6,2017
KRYSTAL,ZHENG,LL Mountain Tire,6,2017
CARA,WU,Bike Wash - Dissolver,6,2017
TIMOTHY,KING,Water Bottle - 30 oz.,6,2017
DOMINIQUE,SUBRAM,Mountain Tire Tube,6,2017
RUBEN,SAI,Road Tire Tube,6,2017
GRACE,SIMMONS,Touring Tire Tube,6,2017
RODNEY,RAMOS,Patch Kit/8 Patches,6,2017
TAYLOR,WHITE,Water Bottle - 30 oz.,6,2017
DEVIN,HENDERSON,Mountain Tire Tube,6,2017
EVAN,EVANS,Water Bottle - 30 oz.,6,2017
CHARLES,COX,Water Bottle - 30 oz.,6,2017
JOAN,WATSON,"""Half-Finger Gloves, L""",6,2017
COLIN,PAL,Touring Tire Tube,6,2017
YOLANDA,RAJI,Water Bottle - 30 oz.,6,2017
HEATHER,LU,Mountain Tire Tube,6,2017
GERALD,NAVARRO,Patch Kit/8 Patches,6,2017
BRANDON,THOMAS,Water Bottle - 30 oz.,6,2017
JOE,BELSON,Water Bottle - 30 oz.,6,2017
JOSE,PERRY,Patch Kit/8 Patches,6,2017
NATHAN,YOUNG,Water Bottle - 30 oz.,6,2017
JILL,TRAVERS,"""Womens Mountain Shorts, M""",6,2017
ROBERT,FLORES,Water Bottle - 30 oz.,6,2017
EMMA,GRAY,Water Bottle - 30 oz.,6,2017
IAN,WILLIAMS,"""Half-Finger Gloves, M""",6,2017
JENNIFER,CAMPBELL,AWC Logo Cap,6,2017
CYNTHIA,PRASAD,Patch Kit/8 Patches,6,2017
SYDNEY,HALL,Mountain Tire Tube,6,2017
KATHERINE,WASHINGTON,Water Bottle - 30 oz.,6,2017
ALEJANDRO,YANG,Water Bottle - 30 oz.,6,2017
EMMA,REED,Water Bottle - 30 oz.,6,2017
LACEY,WU,Patch Kit/8 Patches,6,2017
WARREN,LAL,Patch Kit/8 Patches,6,2017
ALEXIS,BENNETT,Water Bottle - 30 oz.,6,2017
DAWN,LAL,Water Bottle - 30 oz.,6,2017
JORDYN,GRIFFIN,Mountain Bottle Cage,6,2017
PHILLIP,RODRIGUEZ,AWC Logo Cap,6,2017
SHANE,SCHMIDT,Water Bottle - 30 oz.,6,2017
BRAD,XIE,Water Bottle - 30 oz.,6,2017
JILL,MORENO,Mountain Bottle Cage,6,2017
ANGELA,GONZALES,Bike Wash - Dissolver,6,2017
DEVIN,ROBERTS,Water Bottle - 30 oz.,6,2017
CHRISTY,WU,Road Bottle Cage,6,2017
PRISCILLA,RAI,Touring Tire Tube,6,2017
TIFFANY,HE,AWC Logo Cap,6,2017
RUSSELL,XIE,Patch Kit/8 Patches,6,2017
JOSE,JOHNSON,Water Bottle - 30 oz.,6,2017
DONNA,BECK,Fender Set - Mountain,6,2017
ANN,FERNANDEZ,Fender Set - Mountain,6,2017
WALTER,SUAREZ,"""Half-Finger Gloves, S""",6,2017
RAKESH,TANGIRALA,Water Bottle - 30 oz.,6,2017
HUNTER,JAI,Fender Set - Mountain,6,2017
BLAKE,HILL,Water Bottle - 30 oz.,6,2017
DEANNA,GONZALEZ,Mountain Tire Tube,6,2017
ANGEL,COOK,AWC Logo Cap,6,2017
ROBYN,BLANCO,Water Bottle - 30 oz.,6,2017
DESIREE,ALVAREZ,All-Purpose Bike Stand,6,2017
HENRY,MARTINEZ,Mountain Tire Tube,6,2017
JARED,RAMIREZ,Mountain Tire Tube,6,2017
CHAD,ANDERSEN,Road Tire Tube,6,2017
